SalesOrg;Customer_Name;EAN_UPC_Code;Week_Date_Start;Currency;Sales_Value;Sales_Volume;Retail Sales Price;Base_Sales_Value;Base_Sales_Volume;Incremental_Sales_Value;Incremental_Sales_Volume;ACV Weighted Distribution;ACV Weighted Distribution No Merch;ACV Weighted Distribution Any Merch;ACV Weighted Distribution Price Reductions Only;ACV Weighted Distribution Feature Only;ACV Weighted Distribution Display Only;ACV Weighted Distribution Feature and Display;ACV Weighted Distribution Feature and/or Display;RoS;Promoted ACV %;In-store Price Discount %;COVID;Week_of_Year;Post event deep
B01;B;34462;2019-04-14;BBB;264222.6654;9120.107653;28.9714415062947;168516.0128;5803.342269;95706.65262;3316.765384;59.76339057;1.653352625;58.11003795;0.083473953;58.02656399;0.00;0.00;58.02656399;152.603585004397;0.972335026439582; 0.997716408629276 ;0.00;15;0
B01;B;34462;2019-04-21;BBB;201440.333;6950.475923;28.9822359262347;200002.2046;6886.638578;1438.128309;63.83734443;53.30696006;52.35288898;0.95407108;0.95407108;0.00;0.00;0.00;0.00;130.385899236738;0.017897683134175; 0.997939919739792 ;0.00;16;0
B01;B;34462;2019-04-28;BBB;217925.8601;7513.860915;29.0031799317648;152827.1262;5261.539476;65098.73387;2252.32144;56.32364759;1.509005887;54.8146417;0.036138613;54.77850309;0.00;0.00;54.77850309;133.405083592882;0.9732083067314; 0.998522840381144 ;0.00;17;0
B01;B;34462;2019-05-05;BBB;205812.8029;7097.338315;28.9985898607963;145880.8323;5020.695681;59931.97057;2076.642634;55.24441923;1.636934172;53.60748506;0.087840749;53.51964431;0.00;0.00;53.51964431;128.47158887582;0.970369239231479; 0.99802758576111 ;0.00;18;0
B01;B;34462;2019-05-12;BBB;170256.7993;5871.498001;28.9971655054643;169484.0906;5836.199959;772.7087408;35.2980417;49.90807719;49.2218291;0.686248091;0.686248091;0.00;0.00;0.00;0.00;117.64624749311;0.0137502410358839; 0.998520011730865 ;0.00;19;0
B01;B;34462;2019-05-19;BBB;191426.5211;6629.755656;28.8738425716726;189337.8495;6533.326724;2088.671651;96.42893122;52.70563531;50.20854956;2.497085746;2.497085746;0.00;0.00;0.00;0.00;125.788364318267;0.0473779650185949; 0.996326132340895 ;0.00;20;0
B01;B;34462;2019-05-26;BBB;272820.5808;10818.00896;25.2191121128448;165345.7907;5907.205277;107474.7901;4910.803687;65.83667615;0.599762668;65.23691348;1.01111538;64.2257981;0.00;0.00;64.2257981;164.315843274843;0.990890143532861; 0.900987388451561 ;0.00;21;0
B01;B;34462;2019-06-02;BBB;241091.5747;8325.99443;28.9564900297441;157725.0917;5428.142377;83366.48295;2897.852053;58.80835472;1.727023215;57.08133151;0.00;56.99244827;0.00;0.088883243;57.08133151;141.57842826316;0.970633029639704; 0.996543726337437 ;0.00;22;0
B01;B;34462;2019-06-09;BBB;205033.9106;7097.535709;28.8880421327092;202518.944;6986.599784;2514.966623;110.9359249;54.16653248;51.81972297;2.346809511;2.346809511;0.00;0.00;0.00;0.00;131.0317530778;0.0433258213799548; 0.996594120718746 ;0.00;23;0
B01;B;34462;2019-06-16;BBB;223454.1534;8845.237332;25.2626520931886;163402.1082;5931.708685;60052.0452;2913.528647;60.44887186;1.772944251;58.67592761;0.00;58.61465464;0.00;0.061272963;58.67592761;146.325929001382;0.970670350075248; 0.917067071398411 ;0.00;24;0
B01;B;34462;2019-06-23;BBB;195207.96;6740.163809;28.9619014510215;194258.6956;6695.198732;949.2644454;44.96507692;53.47282767;52.2080493;1.264778378;1.264778378;0.00;0.00;0.00;0.00;126.048389484767;0.0236527304261035; 0.998182785446378 ;0.00;25;0
B01;B;34462;2019-06-30;BBB;232863.3949;8039.677725;28.9642698209026;167826.1376;5777.26144;65037.25727;2262.416285;58.50907541;1.796855245;56.71222016;0.052502831;56.65971733;0.00;0.00;56.65971733;137.409071475874;0.969289289953591; 0.997068523217067 ;0.00;26;0
B01;B;34462;2019-07-07;BBB;254818.379;8792.595536;28.9810190809623;175060.2946;6028.705354;79758.08443;2763.890182;61.10447905;1.943842731;59.16063632;0.00;59.16063632;0.00;0.00;59.16063632;143.894452136729;0.968188212055463; 0.998044846759749 ;0.00;27;0
B01;B;34462;2019-07-14;BBB;255885.0303;8828.50092;28.9839727739418;173236.5865;5964.772969;82648.44377;2863.727951;60.47772443;1.589545877;58.88817856;0.099207959;58.7889706;0.00;0.00;58.7889706;145.979383371452;0.973716837315203; 0.997957884238501 ;0.00;28;0
B01;B;34462;2019-07-21;BBB;202395.5278;7004.180458;28.8963896652361;199990.2778;6900.726339;2405.249933;103.4541191;54.53730699;52.00768727;2.529619718;2.459633936;0.00;0.069985782;0.00;0.069985782;128.429158764372;0.0463832898544813; 0.997078855324747 ;0.00;29;0
B01;B;34462;2019-07-28;BBB;268663.5695;10669.18019;25.1812758539604;181083.0739;6524.754127;87580.49564;4144.426062;65.83508094;1.179717229;64.65536371;0.266397633;64.3825324;0.00;0.006433678;64.38896607;162.059194545892;0.982080720291433; 0.907327394066584 ;0.00;30;0
B01;B;34462;2019-08-04;BBB;196047.3234;6791.221256;28.8677567715517;194526.189;6716.326227;1521.134391;74.89502843;53.21474151;50.31912205;2.895619458;2.895619458;0.00;0.00;0.00;0.00;127.619172118384;0.0544138593148265; 0.99670524013314 ;0.00;31;0
B01;B;34462;2019-08-11;BBB;233331.2362;8059.370088;28.9515475343934;165820.1813;5711.790965;67511.0549;2347.579123;58.66792844;1.832433688;56.83549475;0.080306027;56.71607487;0.00;0.039113856;56.75518872;137.372671957258;0.968766006594659; 0.997256101961072 ;0.00;32;0
B01;B;34462;2019-08-18;BBB;204004.5592;7039.035033;28.981892865087;203006.2571;6995.040785;998.3021277;43.99424817;55.07156335;53.74225032;1.329313031;1.219731014;0.00;0.109582017;0.00;0.109582017;127.816146933479;0.0241379207369097; 0.998636817967243 ;0.00;33;0
B01;B;34462;2019-08-25;BBB;223796.7692;7733.574305;28.9383356742701;162204.926;5588.694978;61591.84319;2144.879327;58.09446061;1.718715947;56.37574466;0.026412849;56.28419461;0.00;0.065137198;56.34933181;133.120683517781;0.97041514919059; 0.997056841877118 ;0.00;34;0
B01;B;34462;2019-09-01;BBB;229474.0506;7926.88892;28.9488162273882;166053.3612;5719.712936;63420.68939;2207.175984;58.97355837;1.485614556;57.48794381;0.089444431;57.39849938;0.00;0.00;57.39849938;134.414289032158;0.974808802435165; 0.997142830841289 ;0.00;35;0
B01;B;34462;2019-09-08;BBB;178255.8734;6167.533033;28.9022973117816;176260.4773;6077.317981;1995.39612;90.21505142;51.16027485;48.74742072;2.412854135;2.412854135;0.00;0.00;0.00;0.00;120.553164561429;0.0471626499676633; 0.99652771759003 ;0.00;36;0
B01;B;34462;2019-09-15;BBB;202936.5145;8015.703722;25.317367200464;151861.0944;5527.347216;51075.42005;2488.356506;58.66352974;1.673224184;56.99030555;0.040021711;56.95028384;0.00;0.00;56.95028384;136.638619556751;0.971477608022977; 0.921486043972131 ;0.00;37;0
B01;B;34462;2019-09-22;BBB;185680.6665;6451.749582;28.7798935994103;183362.2076;6338.094954;2318.458928;113.6546278;51.68260278;49.19671736;2.485885421;2.485885421;0.00;0.00;0.00;0.00;124.83406862196;0.0480990756518552; 0.994805313410065 ;0.00;38;0
B01;B;34462;2019-09-29;BBB;204098.2292;7061.849394;28.9015267549332;151376.6986;5218.953317;52721.53066;1842.896077;55.45541864;1.724240808;53.73117783;0.036847555;53.69433028;0.00;0.00;53.69433028;127.342820001836;0.968907622513983; 0.996426268501161 ;0.00;39;0
B01;B;34462;2019-10-06;BBB;250756.2127;9939.597355;25.2280050935725;172540.3402;6209.101913;78215.87251;3730.495442;64.68420437;0.474700077;64.20950429;1.292537789;62.9169665;0.00;0.00;62.9169665;153.66343996665;0.992661267389413; 0.907864528991318 ;0.00;40;0
B01;B;34462;2019-10-13;BBB;200052.2189;6911.873602;28.943269281156;199049.6815;6860.117432;1002.53747;51.75616967;54.14416479;52.67075584;1.473408957;1.473408957;0.00;0.00;0.00;0.00;127.656851459579;0.0272127008093054; 0.99751089596558 ;0.00;41;0
B01;B;34462;2019-10-20;BBB;174489.3266;6024.194072;28.9647585244661;173781.5431;5987.710724;707.7835847;36.4833484;50.66551631;49.38476325;1.280753061;1.280753061;0.00;0.00;0.00;0.00;118.901266793387;0.0252785948763186; 0.99799203149679 ;0.00;42;0
B01;B;34462;2019-10-27;BBB;195295.8242;7728.048959;25.2710386846813;147186.5569;5374.200613;48109.26732;2353.848346;57.8900749;0.77402297;57.11605193;1.279831477;55.83622045;0.00;0.00;55.83622045;133.495231649804;0.986629435678965; 0.922717634346408 ;0.00;43;0
B01;B;34462;2019-11-03;BBB;171186.7996;5915.841153;28.9370176062265;170376.9749;5872.856959;809.824677;42.9841932;50.38314849;48.89990451;1.48324398;1.48324398;0.00;0.00;0.00;0.00;117.417059677685;0.0294392872310152; 0.997452650636496 ;0.00;44;0
B01;B;34462;2019-11-10;BBB;183462.0541;6329.886916;28.9834647181871;183047.5137;6308.899616;414.5404208;20.98730041;51.67084871;50.76762267;0.903226049;0.903226049;0.00;0.00;0.00;0.00;122.504024494085;0.0174803795863565; 0.998941562957269 ;0.00;45;0
B01;B;34462;2019-11-17;BBB;284278.8426;11271.74396;25.2204843907757;168210.3957;6001.20525;116068.447;5270.538715;67.09653247;1.778314042;65.31821843;0.324590749;64.99362768;0.00;0.00;64.99362768;167.992943078538;0.973496185651693; 0.89978566843991 ;0.00;46;0
B01;B;34462;2019-11-24;BBB;203175.1979;7025.708823;28.9188184450325;202018.1663;6969.863741;1157.03159;55.84508196;54.19817093;52.61221393;1.585956998;1.585956998;0.00;0.00;0.00;0.00;129.629998622538;0.0292621867267136; 0.997733163329847 ;0.00;47;0
B01;B;34462;2019-12-01;BBB;206939.515;7139.590575;28.9847874084853;153095.7503;5272.841548;53843.7647;1866.749027;54.80447753;1.717099159;53.08737837;0.00;53.08737837;0.00;0.00;53.08737837;130.273855290232;0.968668633706798; 0.998278469571657 ;0.00;48;0
B01;B;34462;2019-12-08;BBB;190880.3524;6589.756978;28.9662203078591;189673.2319;6534.189372;1207.120536;55.56760632;52.32697631;51.20016568;1.126810631;1.126810631;0.00;0.00;0.00;0.00;125.934220600869;0.0215340291081306; 0.997878124322842 ;0.00;49;0
B01;B;34462;2019-12-15;BBB;256796.9881;8860.453273;28.9823759787238;172602.0257;5943.901907;84194.96244;2916.551366;60.24515741;1.70183568;58.54332173;0.119839356;58.42348237;0.00;0.00;58.42348237;147.073286118251;0.971751494175406; 0.998067080329332 ;0.00;50;0
B01;B;34462;2019-12-22;BBB;250833.5518;8660.912822;28.9615606293653;171607.8044;5908.48323;79225.74737;2752.429592;60.12399803;1.881095904;58.24290213;0.027117213;58.21578492;0.00;0.00;58.21578492;144.050846679864;0.968713060314762; 0.997151008903842 ;0.00;51;0
B01;B;34462;2019-12-29;BBB;176114.8263;6079.384762;28.9691857309031;175482.3065;6050.306259;632.5198048;29.07850303;50.21174861;49.26230731;0.949441306;0.949441306;0.00;0.00;0.00;0.00;121.07494620869;0.0189087480974704; 0.99880409165819 ;0.00;52;0
B01;B;34462;2020-01-05;BBB;178984.8467;6182.160618;28.9518273237462;178297.3656;6148.72063;687.4811466;33.43998829;50.35791202;49.37317159;0.984740432;0.984740432;0.00;0.00;0.00;0.00;122.764435021546;0.0195548304625677; 0.998425845175337 ;0.00;1;0
B01;B;34462;2020-01-12;BBB;247630.1416;9798.6421;25.2718834990412;163228.1293;5868.189272;84402.01229;3930.452827;63.29705842;1.477934215;61.8191242;0.110264069;61.70886013;0.00;0.00;61.70886013;154.804067433628;0.97665082300992; 0.908545581379198 ;0.00;2;0
B01;B;34462;2020-01-19;BBB;209745.5793;7252.841939;28.9190886915866;150386.3898;5182.417908;59359.18948;2070.424031;54.88315857;1.539942681;53.34321589;0.039547003;53.30366888;0.00;0.00;53.30366888;132.150592786118;0.971941434856817; 0.996571586814691 ;0.00;3;0
B01;B;34462;2020-01-26;BBB;172317.3238;5950.565048;28.9581447156714;171740.3817;5922.705097;576.9420899;27.85995162;49.40487357;48.52642713;0.878446441;0.878446441;0.00;0.00;0.00;0.00;120.44489982489;0.0177805624733633; 0.998661756829964 ;0.00;4;0
B01;B;34462;2020-02-02;BBB;196147.6416;6771.34899;28.967291730152;195224.5548;6723.967743;923.0868133;47.38124667;52.5429549;51.47636462;1.06659028;1.06659028;0.00;0.00;0.00;0.00;128.872633883786;0.0202993965990291; 0.997697935053059 ;0.00;5;0
B01;B;34462;2020-02-09;BBB;241143.1756;8322.050015;28.9764150858687;165276.6623;5690.474328;75866.51327;2631.575687;58.16733842;1.722054289;56.44528413;0.00;56.44528413;0.00;0.00;56.44528413;143.070840802621;0.97039482402365; 0.997657768913015 ;0.00;6;0
B01;B;34462;2020-02-16;BBB;178083.0355;6137.704951;29.0145969742298;177547.1884;6113.599376;535.8470767;24.10557527;49.6470605;49.11921098;0.527849524;0.527849524;0.00;0.00;0.00;0.00;123.626754317106;0.0106320398163351; 0.999078743826184 ;1.85714285714286;7;0
B01;B;34462;2020-02-23;BBB;182155.8239;6282.255545;28.9952904009097;136077.2721;4685.799408;46078.55173;1596.456137;50.68063884;1.436535366;49.24410347;0.131594049;49.11250942;0.00;0.00;49.11250942;123.957702365064;0.971655144787437; 0.99844825295679 ;4.85714285714286;8;0
B01;B;34462;2020-03-01;BBB;194004.8539;6688.872755;29.0041178844342;193181.002;6650.366628;823.8518735;38.50612692;52.25301366;51.46192255;0.791091113;0.791091113;0.00;0.00;0.00;0.00;128.009320161382;0.0151396265514459; 0.998483368738398 ;7.92857142857143;9;0
B01;B;34462;2020-03-08;BBB;263478.2662;9142.460275;28.8191863322042;165511.5849;5712.064356;97966.68134;3430.395919;60.67824609;1.723467248;58.95477884;0.100648946;58.85412989;0.00;0.00;58.85412989;150.67113610106;0.971596620517942; 0.994595315588124 ;9.21428571428571;10;0
B01;B;34462;2020-03-15;BBB;267426.7852;9238.564701;28.946789231346;165631.4388;5703.073721;101795.3464;3535.49098;60.3701479;1.605357474;58.76479042;0.179163808;58.58562662;0.00;0.00;58.58562662;153.032003769532;0.973408090987963; 0.996704938196885 ;-6.71428571428571;11;0
B01;B;34462;2020-03-22;BBB;247227.4954;8531.961466;28.9766305655746;245740.5794;8470.015679;1486.916018;61.94578686;56.75819379;55.8709076;0.887286196;0.887286196;0.00;0.00;0.00;0.00;150.321229346506;0.0156327419311981; 0.998746384558282 ;-27.8571428571429;12;0
B01;B;34462;2020-03-29;BBB;191259.2785;6600.470415;28.9766132524965;134870.7138;4649.579525;56388.56462;1950.890891;48.66342533;0.920390047;47.74303528;0.040818647;47.70221664;0.00;0.00;47.70221664;135.635138098899;0.981086616000444; 0.998949763715504 ;-28.5;13;0
B01;B;34462;2020-04-05;BBB;163297.7363;5635.640976;28.9758941343889;162709.1085;5608.641298;588.6278431;26.99967762;44.79194581;44.2232991;0.568646705;0.568646705;0.00;0.00;0.00;0.00;125.818177221089;0.0126952891801599; 0.998809458098712 ;-28.8571428571429;14;0
B01;B;34462;2020-04-12;BBB;194255.9231;6711.659958;28.9430519894643;130805.8911;4511.023846;63450.03207;2200.636113;49.11230325;0.408339741;48.70396351;0.00;48.70396351;0.00;0.00;48.70396351;136.659442010592;0.99168559173612; 0.998141571473085 ;-31.7857142857143;15;0
B01;B;34462;2020-04-19;BBB;189026.7789;6530.34015;28.9459315377316;129476.595;4464.908317;59550.18392;2065.431833;49.11737144;0.565874164;48.55149727;0.00;48.55149727;0.00;0.00;48.55149727;132.953779051007;0.988479143866824; 0.998179867690608 ;-27.5;16;0
B01;B;34462;2020-04-26;BBB;184979.9384;6378.467409;29.0006872401658;184078.7413;6337.949716;901.1971147;40.51769343;50.03215706;49.27930722;0.752849838;0.752849838;0.00;0.00;0.00;0.00;127.487355809;0.0150473192090671; 0.998512354873505 ;-22.5;17;0
B01;B;34462;2020-05-03;BBB;183052.6671;6320.99928;28.9594507120399;182180.7087;6278.802042;871.9583996;42.19723787;48.96789523;48.01885308;0.949042145;0.949042145;0.00;0.00;0.00;0.00;129.084561431741;0.0193809053981673; 0.998078553780236 ;-16.8571428571429;18;0
B01;B;34462;2020-05-10;BBB;207667.7317;7175.894954;28.9396281622324;205885.5093;7096.492056;1782.22246;79.40289819;53.25384259;51.83731349;1.416529102;1.416529102;0.00;0.00;0.00;0.00;134.748867030066;0.0265995660239172; 0.997495365531663 ;-17;19;0
B01;B;34462;2020-05-17;BBB;182920.3851;6313.233701;28.9741190906692;182129.7814;6276.397708;790.6037765;36.83599263;48.72405906;47.81192488;0.912134178;0.912134178;0.00;0.00;0.00;0.00;129.571177418239;0.0187204062140384; 0.998480826442123 ;-14.3571428571429;20;0
B01;B;34462;2020-05-24;BBB;225968.2962;7817.129045;28.9068141128531;153253.7061;5287.063099;72714.59013;2530.065945;55.0504407;0.615751089;54.43468961;0.128878331;54.30581128;0.00;0.00;54.30581128;141.999390842297;0.988814783638962; 0.997249293964827 ;-13.5;21;0
B01;B;34462;2020-05-31;BBB;225243.7314;8923.341458;25.242083636513;157267.2649;5689.264445;67976.46647;3234.077013;57.95438742;0.230653998;57.72373342;0.680354976;57.04337845;0.00;0.00;57.04337845;153.97180188157;0.996020076990402; 0.913151818607928 ;-9.92857142857143;22;0
B01;B;34462;2020-06-07;BBB;183600.0707;6360.852623;28.8640661215961;181842.8705;6277.836065;1757.200173;83.01655835;48.90565372;46.65780802;2.247845702;2.247845702;0.00;0.00;0.00;0.00;130.063748036533;0.0459629006263695; 0.996486003451539 ;-8.57142857142857;23;0
B01;B;34462;2020-06-14;BBB;206026.9663;7118.056819;28.944271103605;149309.1088;5146.141169;56717.85749;1971.91565;51.70593204;0.857969382;50.84796266;0.021147053;50.82681561;0.00;0.00;50.82681561;137.664220296685;0.983406751485762; 0.997603604562931 ;-6.85714285714286;24;0
B01;B;34480;2019-01-06;BBB;117938.0095;4081.51334;28.8956569966766;116757.2808;4026.849738;1180.72873;54.66360203;41.12683989;39.35227794;1.774561945;1.69841886;0.00;0.076143085;0.00;0.076143085;99.2420849964799;0.0431485120117747; 0.996584264459892 ;0.00;1;0
B01;B;34480;2019-01-13;BBB;194435.6642;7717.831927;25.1930420407042;111162.789;3957.120132;83272.87529;3760.711795;58.31509395;0.489759448;57.82533451;1.168262967;56.65707154;0.00;0.00;56.65707154;132.34707181673;0.991601497882865; 0.896809937411636 ;0.00;2;0
B01;B;34480;2019-01-20;BBB;163878.4348;5659.990467;28.9538358333776;104181.7361;3585.474986;59696.69873;2074.515481;49.34388093;1.277549398;48.06633153;0.00;47.85968063;0.00;0.206650902;48.06633153;114.705012259359;0.974109263885985; 0.99646308475489 ;0.00;3;0
B01;B;34480;2019-01-27;BBB;122406.0606;4222.490249;28.9890688626194;121894.6138;4194.167565;511.4468368;28.32268394;41.63234454;41.0596711;0.572673439;0.572673439;0.00;0.00;0.00;0.00;101.423311505867;0.0137554933628535; 0.997460089275493 ;0.00;4;0
B01;B;34480;2019-02-03;BBB;151866.3406;5235.752055;29.0056402604038;103590.2576;3562.856658;48276.08303;1672.895398;48.13125323;1.375670917;46.75558232;0.00;46.75558232;0.00;0.00;46.75558232;108.780713229727;0.971418344263213; 0.997612525691147 ;0.00;5;0
B01;B;34480;2019-02-10;BBB;187575.5433;6464.487595;29.0163049342196;114909.2842;3948.540701;72666.25907;2515.946894;53.16944413;1.487398137;51.682046;0.00;51.682046;0.00;0.00;51.682046;121.58275680284;0.972025321040346; 0.997065309587867 ;0.00;6;0
B01;B;34480;2019-02-17;BBB;131704.2981;4544.239719;28.9826915488919;130946.247;4510.685039;758.0511069;33.5546807;43.59097883;42.74254798;0.848430848;0.848430848;0.00;0.00;0.00;0.00;104.247251173736;0.0194634502544388; 0.998362275778232 ;0.00;7;0
B01;B;34480;2019-02-24;BBB;108864.1838;3754.647574;28.994514572781;108275.1949;3727.396008;588.9889048;27.25156509;38.01030392;37.51965154;0.490652371;0.490652371;0.00;0.00;0.00;0.00;98.77973040948;0.0129084043114381; 0.998142168871605 ;0.00;8;0
B01;B;34480;2019-03-03;BBB;124630.7911;4311.637699;28.9056733892334;123728.8036;4264.213879;901.9875486;47.42381969;42.27311751;40.38061957;1.892497941;1.892497941;0.00;0.00;0.00;0.00;101.99478895731;0.0447683552213133; 0.996210826112037 ;0.00;9;0
B01;B;34480;2019-03-10;BBB;171325.0862;6777.109036;25.2799660282757;109367.4057;3918.489536;61957.68047;2858.6195;53.64356527;0.559205463;53.08435981;0.752988466;52.33137134;0.00;0.00;52.33137134;126.335917493353;0.98957553516092; 0.905747756547852 ;0.00;10;0
B01;B;34480;2019-03-17;BBB;154664.1068;5336.867267;28.98031730269;101749.115;3499.198282;52914.9918;1837.668985;47.96376946;1.490057193;46.47371227;0.00;46.47371227;0.00;0.00;46.47371227;111.268720684073;0.968933692935818; 0.996646275669206 ;0.00;11;0
B01;B;34480;2019-03-24;BBB;118902.1247;4100.259574;28.9986822917178;118291.7173;4070.892578;610.4073901;29.36699623;40.54915202;39.91508094;0.634071083;0.634071083;0.00;0.00;0.00;0.00;101.118256973108;0.0156370984697105; 0.997961000208879 ;0.00;12;0
B01;B;34480;2019-03-31;BBB;144053.9937;4963.104603;29.0249763450331;93953.03769;3229.4432;50100.95603;1733.661403;45.20655046;1.090744534;44.11580592;0.00;44.09173647;0.00;0.024069454;44.11580592;109.787288622951;0.975871980301502; 0.997674101788033 ;0.00;13;0
B01;B;34480;2019-04-07;BBB;142724.4381;4917.824077;29.0218673676236;141882.1437;4881.068653;842.294418;36.75542391;45.2783302;44.59284206;0.685488135;0.685488135;0.00;0.00;0.00;0.00;108.613194331093;0.0151394305393356; 0.998418288344703 ;0.00;14;0
B01;B;34480;2019-04-14;BBB;179836.3237;6202.561523;28.993879872556;106946.4798;3677.683007;72889.84388;2524.878516;49.61068186;1.302728579;48.30795328;0.09489527;48.21305801;0.00;0.00;48.21305801;125.024718275461;0.973740966034769; 0.997043563413281 ;0.00;15;0
B01;B;34480;2019-04-21;BBB;127388.6751;4387.717831;29.0330144295006;126587.4747;4352.460372;801.2003282;35.25745929;42.42297177;41.6844122;0.738559576;0.738559576;0.00;0.00;0.00;0.00;103.427875227328;0.0174094257235011; 0.998242875794611 ;0.00;16;0
B01;B;34480;2019-04-28;BBB;144113.8554;4967.356107;29.0121852139642;94849.09886;3260.016328;49264.75651;1707.339779;45.11415537;1.277754864;43.83640051;0.018999255;43.81740126;0.00;0.00;43.81740126;110.106374956167;0.971677296194053; 0.997164956180412 ;0.00;17;0
B01;B;34480;2019-05-05;BBB;137887.8658;4751.677126;29.018778453088;90779.49985;3121.633155;47108.36595;1630.043971;44.31560779;1.163690671;43.15191712;0.00;43.15191712;0.00;0.00;43.15191712;107.223557634975;0.973740839220474; 0.997868253145692 ;0.00;18;0
B01;B;34480;2019-05-12;BBB;105885.0802;3650.039064;29.009300542653;105414.4911;3627.672444;470.5890911;22.36661966;37.4795207;36.99336275;0.486157951;0.486157951;0.00;0.00;0.00;0.00;97.3875598147657;0.0129712958415714; 0.998309047457864 ;0.00;19;0
B01;B;34480;2019-05-19;BBB;112521.9685;3890.544275;28.9219092616547;111283.2858;3833.9218;1238.682692;56.62247512;40.09933787;38.22405536;1.875282503;1.875282503;0.00;0.00;0.00;0.00;97.0226562745985;0.046765921898251; 0.99641502871476 ;0.00;20;0
B01;B;34480;2019-05-26;BBB;169547.098;6720.729212;25.2274853891257;97384.31713;3458.116994;72162.7809;3262.612218;53.60927623;0.263981066;53.34529517;1.089934765;52.2553604;0.00;0.00;52.2553604;125.36504285501;0.995075832419982; 0.895827978375252 ;0.00;21;0
B01;B;34480;2019-06-02;BBB;145868.7146;5032.786668;28.9836872139799;91159.42634;3134.641038;54709.28827;1898.14563;45.500743;0.980512325;44.52023067;0.040071691;44.48015898;0.00;0.00;44.48015898;110.608889793294;0.978450630355641; 0.996643561957471 ;0.00;22;0
B01;B;34480;2019-06-09;BBB;119774.2935;4139.483891;28.9345958708551;118527.8993;4086.202275;1246.39428;53.28161591;40.54383981;39.08047799;1.463361815;1.463361815;0.00;0.00;0.00;0.00;102.098960295789;0.0360933207574253; 0.997508706152305 ;0.00;23;0
B01;B;34480;2019-06-16;BBB;133669.7018;5301.680128;25.2127058918633;94633.67551;3435.454648;39036.0263;1866.22548;47.94851222;0.925226121;47.0232861;0.00;47.0232861;0.00;0.00;47.0232861;110.570273873661;0.980703757485637; 0.915288423260131 ;0.00;24;0
B01;B;34480;2019-06-23;BBB;110830.5309;3818.696307;29.0231330249641;110198.3649;3791.093166;632.1660097;27.6031404;37.77309743;37.020557;0.752540423;0.752540423;0.00;0.00;0.00;0.00;101.095662437445;0.0199226559165445; 0.998466731940142 ;0.00;25;0
B01;B;34480;2019-06-30;BBB;141827.8426;4884.723228;29.0349802803607;96562.00309;3317.888978;45265.83955;1566.83425;45.86693464;1.384720576;44.48221407;0.07395301;44.40826106;0.00;0.00;44.40826106;106.497703985217;0.969810047676646; 0.997647500734506 ;0.00;26;0
B01;B;34480;2019-07-07;BBB;151533.4932;5220.642448;29.0258324927139;101175.119;3475.61251;50358.37422;1745.029938;47.48550938;0.973532505;46.51197687;0.052355912;46.45962096;0.00;0.00;46.45962096;109.941801534066;0.979498324379141; 0.997108256673668 ;0.00;27;0
B01;B;34480;2019-07-14;BBB;159062.1541;5480.367064;29.0239964298859;102789.9813;3533.061555;56272.17273;1947.305509;48.4243892;1.301667203;47.12272199;0.00;47.12272199;0.00;0.00;47.12272199;113.173695208942;0.973119594660783; 0.997602729974299 ;0.00;28;0
B01;B;34480;2019-07-21;BBB;117944.1542;4080.897678;28.9015220439938;116368.2319;4011.306126;1575.922249;69.59155197;40.44417568;38.70497297;1.739202709;1.739202709;0.00;0.00;0.00;0.00;100.901986735708;0.0430025505467293; 0.99625860540205 ;0.00;29;0
B01;B;34480;2019-07-28;BBB;163886.2863;6497.231757;25.2240173091304;103464.7619;3718.468435;60421.5244;2778.763322;53.3036005;1.178315823;52.12528467;0.114870295;52.01041438;0.00;0.00;52.01041438;121.891048560594;0.977894254441593; 0.906537747204684 ;0.00;30;0
B01;B;34480;2019-08-04;BBB;109300.2778;3784.861089;28.8782798707358;108244.6772;3733.542462;1055.60061;51.31862715;38.79909895;37.05388779;1.745211165;1.745211165;0.00;0.00;0.00;0.00;97.5502316143349;0.0449807137853648; 0.996060840273003 ;0.00;31;0
B01;B;34480;2019-08-11;BBB;133776.3753;4611.536407;29.0090684520969;92510.40188;3182.341964;41265.97337;1429.194443;44.34612513;1.347637843;42.99848728;0.00;42.99848728;0.00;0.00;42.99848728;103.989613376171;0.969610922125678; 0.997906981221477 ;0.00;32;0
B01;B;34480;2019-08-18;BBB;111601.8988;3843.578227;29.0359379226445;111210.9496;3825.190083;390.9491802;18.38814384;38.99473651;38.30784411;0.686892399;0.686892399;0.00;0.00;0.00;0.00;98.5665905452223;0.0176150029587673; 0.998714444861672 ;0.00;33;0
B01;B;34480;2019-08-25;BBB;132368.0688;4561.536264;29.0183089948575;93310.03103;3208.98809;39058.03779;1352.548175;44.50490946;1.09304205;43.41186741;0.045022661;43.33757964;0.00;0.029265114;43.36684475;102.495125129955;0.975439966887644; 0.997957099880278 ;0.00;34;0
B01;B;34480;2019-09-01;BBB;143832.9129;4957.233863;29.0147523548457;96753.42202;3325.771219;47079.49085;1631.462645;45.41583032;1.309025484;44.10680484;0.00;44.10680484;0.00;0.00;44.10680484;109.152113438669;0.971176889847073; 0.997343828192572 ;0.00;35;0
B01;B;34480;2019-09-08;BBB;112443.3741;3886.011455;28.9354201350392;111570.3398;3845.096481;873.0343512;40.91497437;39.70288893;38.24614115;1.456747784;1.456747784;0.00;0.00;0.00;0.00;97.8772970866531;0.0366912288566302; 0.997213796578361 ;0.00;36;0
